,loannumber,loanamount,totaldue,termdays
8a858f8b59e0e8980159e5bcc1e21094,7,30000,39000,60
8a858f99560bbe4501561ee41ef71de5,3,20000,24500,30
8a858f9e5a41dfd7015a41e5a0fa0665,3,10000,13000,30
8a858fa65c7d5535015c7d5ba8a106d6,3,10000,13000,30
8a858fad5ccb633e015ccc48d4cb3ea8,2,10000,11500,15
8a858fb85cc5f243015cc61fb4dd2f63,2,10000,13000,30
8a858fbf5b3a0b46015b3a7f3adc423f,3,10000,11500,15
8a858fc75cd62882015ce9fe176d7837,2,10000,13000,30
8a858fce5bab3591015baf92d0026db8,3,10000,13000,30
8a858fd75cac5e18015cb07b3ed40e81,3,10000,13000,30
8a858fda5ca12263015ca1a06c7f3657,2,10000,11500,15
8a858fe5569398920156b6f3848b4b76,2,10000,11500,15
8a858feb58c565cf0158cbc90faf2903,5,10000,13000,30
8a858ffa55ca72a50155ead217ad624e,14,10000,10250,15
8a858f565c3acb9d015c3b9369bb571a,2,10000,11500,15
8a858f5e5566567d0155690345430c02,8,30000,39000,60
8a858f6155781363015589cc40185843,8,15000,18375,30
8a858f6858860440015891d0a7824f30,9,20000,23000,30
8a858f6f57b9193a0157d194bbf90ec9,10,40000,44000,30
8a858f785c87e70a015c8836e89b39f3,2,10000,13000,30
8a858f7e5c69a6e3015c779b5d6c03b8,2,10000,13000,30
8a858f905c06a9c0015c06f14e5506fb,3,20000,24500,30
8a858f9d5c8779e7015c87822e4b0690,3,10000,11500,15
8a858fa05c111612015c117471cb30c1,2,10000,13000,30
8a858fa25bd92c20015be6644ca22cff,3,10000,13000,30
8a858fb15b34a708015b34e097fa30af,5,30000,38500.2,60
8a858fbb54ccb33c0154ce053f285f12,15,50000,52500,30
8a858fd55c45ba15015c547556ac771e,4,20000,22250,15
8a858fdb5b8094e2015b80b9c05a186f,4,20000,22250,15
8a858fe45cd62cbf015ce8c27bea68ef,2,10000,11500,15
8a858fee58d73f5f0158e2d82f3412d0,5,20000,24500,30
8a858ffd5c8d343d015c8dd548a95120,3,10000,11500,15
8a85882653e2eb990153ec156fa2537f,10,20000,24500,30
8a8588dc5384a05f01539d3773865219,8,30000,39000,60
8a858929535ff7a2015362423ea12578,13,20000,24500,30
8a85896653f0fed20154047ec0720b35,13,60000,68100,90
8a8589a7545186b10154757067323535,4,30000,34500,30
8a8589f853f100fb015409cd02170e67,6,20000,24500,30
8a858e0f58afbace0158cb199b892d2d,9,25000,28750,30
8a858e165cf9d8e3015d072f06823b83,2,10000,11500,15
8a858e1d5c5a460c015c5a7896251633,3,10000,13000,30
8a858e215ca77c7f015cab1db72d2b63,2,10000,11500,15
8a858e345bd96da8015bda16d32d2f3e,3,10000,13000,30
8a858e3e5965340601596af74f562c45,6,20000,22250,15
8a858e5b5bd99460015be39f12b71b0a,3,10000,13000,30
8a858e655b903189015b903875da03da,2,10000,13000,30
8a858e6a5bfd4b54015c0f505e0043b5,3,10000,11500,15
8a858e6f5cd5e874015ce084c86e2a87,2,10000,11000,15
8a858e7b55deef140155e4ec2be045e7,10,30000,39000,60
8a858e875c63d395015c6903770b542d,3,15000,18375,30
8a858e8d56b784480156c0daba003ae3,3,10000,11500,15
8a858e9b560bbd63015612f7790c7b4f,16,50000,52500,30
8a858ea4582fcdc801583f1e99c55e55,7,20000,24500,30
8a858eab5cf9c4c8015d094a5d9036d5,2,10000,13000,30
8a858eb65c3b3074015c3f96cf8c3fad,2,10000,13000,30
8a858ebc572e1e3a0157390426b3300f,3,10000,13000,30
8a858ec75bfd77c4015c03059d72473f,3,10000,13000,30
8a858ede5ca210f0015ca32170645e53,3,10000,11125,15
8a858eee5872716901587b2be55c4193,7,30000,39000,60
8a858f025bd49f21015bd8590bd83fe8,2,10000,13000,30
8a85882653e1a3e00153e1f8033b1233,7,40000,44000,30
8a8588fd53e2e6cf0153f0a40aa33209,8,20000,24500,30
8a85893d53e2e2f30153f00df3e33622,16,40000,48000,60
8a8589b953d0be470153d166c59f388e,8,20000,23000,30
8a858e0156b782a10156d773847c2452,13,40000,44000,30
8a858e045cd5b1d6015ce34aae8e63ed,2,10000,11500,15
8a858e0d59bbb9050159c0c33dfe4f9d,7,30000,39000,60
8a858e1d5b2510b2015b300034ae4eef,4,20000,24500,30
8a858e36590808e3015946ced00e5b34,8,30000,39000,60
8a858e425d5c1d76015d5fd6a1004453,2,10000,11500,15
8a858e4b5c831f02015c839d82442fc7,2,10000,13000,30
8a858e585693982b01569523bc104609,12,40000,44000,30
8a858e5b5a80188b015a81895c596e21,4,10000,13000,30
8a858e655cd0642d015cd13036454516,2,10000,13000,30
8a858e705668e16701567177b55b135d,13,40000,44000,30
8a858e8f5d41c974015d4529ae0f1220,2,10000,11500,15
8a858e9b560bbd6301561ea184a0102d,8,10000,10750,15
8a858eac5ad81473015ad8f0682934f3,5,10000,13000,30
8a858eb45c11f9e4015c159f528b19ff,2,10000,13000,30
8a858ec6560bc09801560d9fdd577fc5,12,40000,44000,30
8a858eda5c8863ff015c976326e5032d,3,10000,13000,30
8a858edf55ca17ba0155ca8650662602,13,40000,44000,30
8a858ee55cb156e6015cc4b89a14412a,2,10000,13000,30
8a858eee58727169015873e03f24718a,15,40000,44000,30
8a858efa5c646292015c7398b96b4251,3,10000,11500,15
8a858f055c831d5b015c864e7426076e,2,10000,13000,30
8a858f0a5bf3716c015bf6a959052817,5,20000,22250,15
8a858f11594a388001595ad3f6c06395,7,10000,11500,30
8a858f1d5a848d2b015a84ac9d89217c,5,20000,22250,15
8a858f275c451af5015c4f1c17f8475c,2,10000,13000,30
8a858f2d5853901a01586650578e325f,12,40000,44000,30
8a858f365b2547f3015b32c34eed3f93,3,10000,11500,15
8a858f445d41ebbe015d50c105334acc,2,10000,11500,15
8a858f505c7e3a50015c8186327f1fc8,2,10000,13000,30
8a858f5d5963fbb701596945e671298c,11,40000,44000,30
8a858f61560bc0e501560fb03225566a,5,20000,22250,15
8a858f7e5c213ef4015c238dcbe76144,3,10000,11500,15
8a858f885adcf4e8015ae0574e911902,7,20000,21500,15
8a858fa257d8223c0157d8a5a7197d2b,9,30000,34500,30
8a858fa5552add5d0155536bd49343f9,22,60000,62700,30
8a858fae5b49223f015b49381b57146a,8,30000,34500,30
8a858fb45bb59c21015bc2f6ab2a4b54,4,10000,13000,30
8a858f0656b7820c0156bb6119ef0adc,11,40000,44000,30
8a858f1e5cc4bc81015cc52a8b01416f,2,10000,13000,30
8a858f275c451af5015c5882b88104e6,2,10000,13000,30
8a858f335cea21f8015cea235c6500bf,2,10000,13000,30
8a858f3b59eed4f10159ef24ce33295f,4,20000,24500,30
8a858f475b5e370c015b609c69cd4c30,2,10000,13000,30
8a858f545c887b44015c889b346f1575,2,10000,13000,30
8a858f585a6a60cc015a6a8d08ab1e9e,7,30000,34500,30
8a858f5e5bedf32a015bef9e533d6df6,2,10000,13000,30
8a858f725b49c0c0015b4d09b3876961,3,20000,24500,30
8a858f79588789bd0158956c710947b1,7,15000,16687.5,15
8a858f855b626c00015b6299c72131ae,7,30000,34500,30
8a858f8f5bfd3cfa015c0cb3fc9139b2,3,10000,13000,30
8a858f97594ab63d015978ba1184389f,2,10000,11500,15
8a858f9d5bd44001015bd4bd9c2e2f04,3,10000,13000,30
8a858fa358d4a4d80158ee50ccb46401,8,30000,34500,30
8a858faf55d95d930155f2801baa36e7,10,30000,39000,60
8a858fb05d37685a015d3b62a3ec64ef,2,10000,11500,15
8a858fb959976ce0015998f0a628583b,8,30000,34500,30
8a858fc159db69c40159dbabde1a2167,7,30000,39000,60
8a858fc75cd62882015ceb58d8344b47,3,10000,11500,15
8a858fd35b5dfefb015b5e006c1300fe,3,10000,13000,30
8a858fd75bb62bbe015bc4d0514c622f,4,20000,24500,30
8a858fde56eb02280156ff597b3933b2,7,10000,13000,30
8a858fee5d1878f4015d1884ac060cde,2,10000,11500,15
8a858ff35acdd593015acddc6c7203de,5,20000,24500,30
8a858ffb5b350b52015b386112da4435,4,10000,12250,30
8a85882653bc51f50153c1b4a0127f64,3,10000,13000,30
8a8588fd53e054170153e174e0b258ba,8,40000,44000,30
8a85892854be331a0154c82ebaa37440,10,40000,44000,30
8a8589a754386216015438a93cd229e8,8,40000,44000,30
8a858e005c2154c2015c2cf818481eb3,2,10000,11500,15
8a858e0c5bfceae6015bfcfabccb0a81,3,10000,13000,30
8a858e135cb22031015cbb1bc347555b,2,10000,13000,30
8a858e1e54e2aa5a0154e43dd98e059d,15,50000,52500,30
8a858e235bd971a4015bdbb925cf4332,5,20000,24500,30
8a858e2d5bb55d46015bc87e5f3d72b8,3,10000,13000,30
8a858e455c1bf763015c1c05a746088b,3,10000,13000,30
8a858e4b5cb1e4d7015cc1690bb93c0a,2,10000,13000,30
8a858e585beda464015bef1043887889,4,20000,24500,30
8a858e645591c24b01559c74651d5f0e,10,30000,34500,30
8a858e685adba68e015adc08c7934770,3,10000,13000,30
8a858e6d5b62e36f015b6510c8b02ff6,4,10000,12250,30
8a858ee65be8d42d015be8ed0ebb0f5f,3,10000,13000,30
8a858eed5a42df95015a435ce1762491,3,20000,24500,30
8a858ef358d4a48e0158d50224cb12c5,8,30000,39000,60
8a858efb54ccb4820154cd9a41672ee0,8,10000,11500,15
8a858f005c59e532015c5a89b8405010,2,10000,13000,30
8a858f085a477386015a47dc3a683d93,6,10000,12250,30
8a858f145b42fac4015b43071e610aab,4,20000,24500,30
8a858f1a5b66e6d6015b66ebd451051b,5,20000,24500,30
8a858f2656e154de0156e1c737b11a5d,3,10000,13000,30
8a858f2b5b870cfe015b870e2543007e,7,30000,34500,30
8a858f2c5ca72bae015ca8b479831073,2,10000,11500,15
8a858f335c8d9723015c8e03c1123a8f,2,10000,11500,15
8a858f4156939c3c0156a2957b34644c,9,30000,34500,30
8a858f4b55df0f530155ebb514c354cc,7,15000,16500,30
8a858f5d5d56884c015d5a21e575563a,2,10000,11500,15
8a858f635a8a972f015a8b9cb9d14bd5,6,15000,16687.5,15
8a858f7958b0a4a80158b788cb270dda,2,10000,13000,30
8a858f855bf2f1ad015bf67271165549,3,10000,13000,30
8a858f99560bbe4501561769d7674785,7,30000,39000,60
8a858f9f5bd99987015be6ee3a4317c5,2,10000,13000,30
8a858fa4552add9f0155486adf77224e,11,30000,34500,30
8a858fb95bd896cc015bd8a2836b06eb,3,10000,11500,15
8a858fc9580b91da0158173d53626619,10,30000,34500,30
8a858fd25c5a5bc7015c5d7b33f70f4b,3,10000,11500,15
8a858fe756939bbb01569a4804eb511b,11,20000,22000,30
8a858fef570f30e501571f8c9b393e0c,3,10000,13000,30
8a85886e54beabf90154c3f2f2ba3e59,7,40000,48000,60
8a8588f35451808f015475d4e4432f4f,6,20000,24500,30
8a85893d53f104eb01540e4ca76369ad,17,40000,44000,30
8a85897353d85af80153db21edaa0bf8,12,40000,44000,30
8a858e0256b781d80156c65a6ffb2709,11,20000,22000,30
8a858e1a5bce88e5015bced034b62745,3,10000,13000,30
8a858e255557edfe01557510da606263,13,20000,23000,30
8a858e355908083001593c3acd320f4b,4,20000,24500,30
8a858e445cd56553015ce90cc9241ba4,2,10000,13000,30
8a858e585693982b01569cc35e894aed,8,20000,24500,30
8a858e5b5bd99460015bdfb8f92e480d,2,10000,13000,30
8a858e69566ae5b801569187d18d5bba,14,30000,34500,30
8a858e6c5c88d145015c8d19eb99041d,2,10000,13000,30
8a858e6f5cd5e874015cdf871bb30530,2,10000,13000,30
8a858e785c8d9167015c8fed39cf53ae,2,10000,13000,30
8a858e8455f96c1c0155f9bcfd1f0939,5,20000,24500,30
8a85884e548fad6501549a053d8a74fd,16,40000,44000,30
8a8588dd54a3ead30154aa7d6b092010,7,10000,11125,15
8a8589045384bd83015384deb3ee0e13,10,30000,34500,30
8a858966538deb190153a81904df118e,16,40000,44000,30
8a8589b953d0be470153db2b81b56a23,3,20000,24500,30
8a858e0f5c45466f015c4a6560255de7,3,10000,13000,30
8a858e165a47b2fd015a4b52c72e5a7c,4,10000,13000,30
8a858e1c5bab1191015bae9d16cc1cf6,4,20000,24500,30
8a858e245b680423015b6bf6df1d0f55,4,10000,11500,15
8a858e335d1dd902015d25fb29be48ff,2,10000,11500,15
8a858e375b347293015b3479e8930819,2,10000,11500,15
8a858e4157e2d76b0157ed77f17c017b,3,10000,13000,30
8a858e505ad27570015ad3a536d46c46,3,10000,13000,30
8a858e585693982b0156ac0d9c0b17b1,10,40000,48000,60
8a858e6455828e710155842b4ffa280e,9,20000,24500,30
8a858e685acda506015aceb81564458d,6,20000,24500,30
8a858e6f5cd5e874015ce7931b330a91,2,10000,13000,30
8a858e785c8d9167015c913329f1730e,2,10000,13000,30
8a858e875cfa37f5015cfd05416040d7,2,10000,11500,15
8a858e8e5ca1f1a8015ca2d44044627e,2,10000,13000,30
8a858ea45b35639b015b356cbf34033a,5,10000,13000,30
8a858eac5c451942015c5546798300e4,3,10000,13000,30
8a858eb75c21a2b9015c2acd7e8b3ff8,3,10000,13000,30
8a858ec655f96b32015607c12d57059e,7,20000,24500,30
8a858ee45b39aa80015b3b1a1d600f18,6,20000,22250,15
8a858ee75afc09f4015b01127fe924ad,8,30000,34500,30
8a858ef358d4a48e0158f275638d3eae,11,30000,34500,30
8a858f0056b7cf8e0156c5d74c6a61a6,10,15000,17250,30
8a858f065b1fe50a015b20ecfb9c00b0,3,10000,13000,30
8a858f10579ff4360157a35217644d8d,4,10000,13000,30
8a858f1f5c834d4f015c876553061133,2,10000,13000,30
8a858f3355ae6a610155bb33f4d141b7,5,20000,24500,30
8a858f3959f562330159f9002c242c83,6,20000,24500,30
8a858f455b5d1896015b5d192a1d0090,3,10000,13000,30
8a858f4c5bb597f6015bc3cc1fbb7104,3,10000,13000,30
8a858f5a57519e48015757dbf8635809,10,30000,34500,30
8a858f6055f96ad2015604e2b0530828,11,25000,27500,30
8a858f6b570f2de901572f04bf9744c4,10,30000,34500,30
8a858f775c35b709015c38f9bf933a2e,3,20000,22250,15
8a858f7c5be8dc45015be91b35ae3413,3,10000,13000,30
8a858f8e5c63d73e015c686a63141013,2,10000,11500,15
8a858f975c4582c4015c509c73f62489,2,10000,13000,30
8a858f99560bbe45015613ae87981a6d,8,20000,23000,30
8a858fa459e0a1340159e1414e8942cf,8,20000,24500,30
8a858fa95c695f85015c780af573028d,3,20000,24000,30
8a858faf56b7821c0156c7d9d39142a5,9,20000,24500,30
8a858fb95a951d1a015a99d458d711c8,7,30000,34500,30
8a858fc25baeeeff015baf5022dc3611,4,20000,24500,30
8a858fcb5bab1fda015baf266f6645c9,3,10000,13000,30
8a858fd3552c75620155488cbd3f650d,19,50000,55000,60
8a858fd85b685607015b70cf46b509b2,5,20000,24500,30
8a858fe45a760203015a79d74d461d88,2,10000,11500,15
8a858feb55f969560155ff2575dc44f4,12,20000,21000,15
8a858e885c63d379015c682355b72343,2,10000,13000,30
8a858e955631db4401563ca4a4b03287,10,25000,27500,30
8a858e9d5bfd7037015bfdab79f61305,2,10000,11500,15
8a858ec05a4c05f2015a4c434c7220ac,7,20000,24500,30
8a858ed75732b68101574cf214582d48,5,20000,24500,30
8a858ede5ca210f0015ca2c76bcf492d,2,10000,13000,30
8a858ee25b34d796015b359426605c33,4,10000,13000,30
8a858ee55cb156e6015cc0454bef7c77,2,10000,11500,15
8a858ef255c55fd60155d8d5a18048fb,11,40000,48000,60
8a858f0056b7cf8e0156d23f675016f3,10,40000,44000,30
8a858f0656b7820c0156c59a540644cd,10,40000,48000,60
8a858f0f5bfd79d2015c0647c85b2c1d,3,10000,13000,30
8a858f1f5c834d4f015c84b2654f537b,2,10000,13000,30
8a858f275c451af5015c4bbd303b1a1f,3,10000,13000,30
8a858f2f54e28d530154ecdd303004fa,3,10000,13000,30
8a858f335c8d9723015c9b0913845868,2,10000,11500,15
8a858f385b34d285015b352600354046,4,20000,24500,30
8a858f415686c0ab015691ea91d45900,10,30000,34500,30
8a858f54589736f40158a6bcd6ac24fb,9,30000,34500,30
8a858f5c5ad7d927015adb8b97f96be0,9,30000,34500,30
8a858f615623747d015626ec13826718,13,40000,44000,30
8a858f6e5cb16eb9015cb56eb47d0a02,2,10000,13000,30
8a858f79588789bd015888469c4b2ee4,7,30000,34500,30
8a858f7e5c69a6e3015c78b9bc201fd4,3,10000,13000,30
8a858f945b006ef8015b0073905c123e,7,30000,34500,30
8a858f9f5bd99987015be23abcfc07f2,4,20000,24500,30
8a858fa7590af88501592196d3045e65,7,30000,34500,30
8a858faf5679a838015689cbfafd249e,9,40000,48000,60
8a858fb65b2020b2015b20ce6d4a5e6a,4,20000,22250,15
8a858fbc5cc666c8015cc9b715f420a8,2,10000,13000,30
8a858fc75cd62882015cea7d48862701,2,10000,11500,15
8a858fd55b1de2f3015b1e15a76017f5,5,20000,24500,30
8a858fe05d421ff4015d4c5284f11359,2,10000,11500,15
8a858fef570f30e501571f79fbe43bc4,10,15000,16500,30
8a858ff554d9de480154e21a39165ddb,4,10000,10750,15
8a390a2150ad97330150aebdd8ef7456,9,30000,33000,30
8a858899538ddb8e01539138c80a2348,8,20000,24500,30
8a8589045384bd8301539e134b745638,9,15000,17250,30
8a85895354a059690154b945ddd2161f,3,10000,11500,15
8a8589af547ff51b01548585b4fd5a8a,13,30000,33000,30
8a8589ec542eaa890154302eec276194,10,50000,52500,30
8a858e0458d4ac3d0158deee57f14d0e,7,20000,24500,30
8a858e0a5668e69c01567af9d4890906,5,20000,24500,30
8a858e125b1ff78f015b2100ab476269,6,20000,24500,30
8a858e2d5bb55d46015bc6fa50f3384f,4,20000,24500,30
8a858e3e5b1582df015b16f3bded6865,4,20000,24500,30
8a858e515bf280aa015bf2ca521e26a3,2,10000,13000,30
8a858ff5562dc3b601562e96135108e3,10,15000,16125,15
8a858ffd5c8d343d015c8dbf49dc49d5,2,10000,13000,30
8a3442825124396701513514dad40fa7,10,30000,34500,30
8a85886f54517ee00154528c65463d2b,4,10000,13000,30
8a858900536a043401537f79fca22800,12,20000,21000,15
8a85893d53f104eb0153f5a6a7d850eb,6,30000,34500,30
8a858e005c2154c2015c258d28687efa,2,10000,13000,30
8a858e055ac84a51015ac944e21e6883,6,30000,34500,30
8a858e0f58afbace0158b493ecd36d7f,8,30000,34500,30
8a858e165b90faf9015b94c5e95e727f,2,10000,13000,30
8a858e245c214660015c22c54eda4ee0,3,10000,13000,30
8a858e395cb1d4d9015cb4935f513aae,2,10000,11500,15
8a858e475c127bce015c1537254d54f8,4,20000,24500,30
8a858e5b5bd99460015bdf715c7c3f80,4,20000,24500,30
8a858e645591c24b0155a225e1e83960,2,10000,13000,30
8a858e69566ae5b80156926cd9070009,10,30000,36000,60
8a858e6f5668e01701568cce2c403088,12,30000,34500,30
8a858e755c118bd7015c11bc925a17a2,3,10000,13000,30
8a858e875c63d395015c77406c2871b5,3,10000,13000,30
8a858e9b560bbd6301561cd3a9a876c1,8,30000,34500,30
8a858ea4582fcdc801583359de3754df,7,10000,11500,15
8a858eba5591bf28015598ec87fd1e4b,10,30000,39000,60
8a858ec05aa3fb9e015aa4d476dd4a29,6,15000,16687.5,15
8a858ec75c11a07a015c15118551127a,4,20000,22250,15
8a858ed25bf83782015bfb706c897db3,3,10000,13000,30
8a858edb5b8210eb015b85ca659f7bc4,4,10000,11500,15
8a858ee25a3bbf82015a3c7908d04c23,6,10000,13000,30
8a858ee75a6156c0015a61eb99363c54,2,10000,13000,30
8a858f085b8a9695015b8aa42fb011ca,4,20000,24500,30
8a858f0f5bfd79d2015c029412b86494,3,10000,13000,30
8a858f1554e294490154e2f7ce342b18,10,50000,52500,30
8a858f1e5cef1d91015cef5030131bfd,2,10000,11500,15
8a858f265c2187bd015c2686b0ad1782,3,10000,13000,30
8a858f285b14dddb015b14f3be5e0e9f,6,20000,24500,30
8a858f2e5b81c373015b856bc8fe7b24,4,15000,18375,30
8a858f365b2547f3015b30099a505307,4,20000,24500,30
8a858f405b8a8635015b8a9315041536,6,30000,34500,30
8a858f4c5bc9eb48015bcd23dd3f68d3,3,10000,13000,30
8a858f5659bc0eea0159c07fa77e22e6,6,20000,24500,30
8a858f5d5929e0fd015955a1888c516f,10,30000,34500,30
8a858f665c2142a0015c347de1307886,3,10000,13000,30
8a858f725bce8549015bceca7b8d2b13,4,20000,24500,30
8a858f7a5ca22d3c015ca5b137de2cfa,2,10000,13000,30
8a858f8b57a6f4c20157aeb720821edd,7,20000,24500,30
8a858f955a61ad4e015a64d0dcbe6714,5,10000,13000,30
8a858f985b3db23f015b3ddf9cd73ed5,4,20000,24500,30
8a858fbf5b3a0b46015b3af60d0e64b1,5,20000,24500,30
8a858fcb5ca240f7015ca5f067555ecb,2,10000,11500,15
8a858fd3552c7562015544b88c3a31a3,11,50000,52500,30
8a858fd75bc96a6f015bc9755c420457,3,10000,11500,15
8a858fe25ab3f041015ab40e4e7e1007,5,20000,24500,30
8a858fe758dc437a0158e524adb32ae2,11,40000,44000,30
8a858fee580afd2b01581a65e7fe5263,10,30000,34500,30
8a858ff85bd93919015bdf39c4bc513a,2,10000,13000,30
8a858ffe5c1a48e5015c1ad76ba33341,2,10000,13000,30
8a85880353acff880153b3c9f0d641b0,16,40000,44000,30
8a85889853f0fbaa0154073e85277d85,10,30000,34500,30
8a8588f35451808f015463833f3a00e3,14,10000,11000,30
8a85890754145ace015429f1960607e4,6,25000,28750,30
8a858959537a097401537f0fb3eb6abe,7,30000,34500,30
8a85898a53bc15600153c1dd6f3f0aa4,6,20000,24500,30
8a8589ec54517bf901545877e3dc1652,5,30000,34500,30
8a858e0156b782a10156dfbdd6a1331c,8,30000,39000,60
8a858e0a5668e69c0156782807775d39,11,40000,44000,30
8a858e195d320ff1015d3211a37f011d,2,10000,11500,15
8a858e215c7de5f2015c815830051943,2,10000,13000,30
8a858e335d1dd902015d2c79c1c6425b,2,10000,11500,15
8a858e445cd56553015ce34cef646cf3,2,10000,11500,15
8a858e4f5b809b52015b80ed27b4244f,7,25000,28750,30
8a858e5d57518f46015752de4ae9561b,7,20000,23000,30
8a858e625c8d993a015c98e6bf820462,2,10000,11500,15
8a858e6d58b0cc520158bf39027938cf,10,40000,44000,30
8a858e775c362114015c36e932dd35ae,3,10000,13000,30
8a858e8e59b255f50159b395d7435990,5,10000,11500,15
8a858e985885ff6d0158aafe80cd6d88,2,10000,13000,30
8a858ea35a28b88b015a32ef2263276d,5,10000,11500,15
8a858ea55b58f026015b5b9fe1de7632,5,10000,13000,30
8a858eb75c21a2b9015c2ba0610e5061,3,10000,11500,15
8a858ec159932ece015996106bdc6ad9,8,30000,34500,30
8a858ec65cc6352b015cc64525ea0763,2,10000,13000,30
8a858edb552adcfd01553533c5ea078d,8,10000,13000,30
8a858ee55830c4b90158341898b03594,9,20000,24500,30
8a858ee758b4c54a0158cafdc6c6740f,7,30000,39000,60
8a858f065b1fe50a015b201d16f43102,4,20000,24500,30
8a858f125c5f88b1015c603d2810428c,2,10000,13000,30
8a858f185d1daff6015d2103a303751b,2,10000,13000,30
8a858f255cb1710a015cbf3f8a191f48,2,10000,13000,30
8a858f285b14dddb015b14e86041057c,5,20000,24500,30
8a858f2c59caaf2c0159caf948612ae2,6,20000,22250,15
8a858f30551130db0155267824a054c9,5,10000,13000,30
8a858f375b493337015b494169b00e07,5,20000,24500,30
8a858f415686c0ab0156929b0c541685,5,20000,24500,30
8a858f495bcefdb9015bd2ab3dc72788,3,10000,13000,30
8a858e785c8d9167015c90a6e2c45e08,2,10000,13000,30
8a858e935cd522f5015cd52dfd3f0936,2,10000,13000,30
8a858e985885ff6d0158901f30661ab5,9,20000,24500,30
8a858ea059cb30e40159cbb939584b95,4,10000,11125,15
8a858eb75c21a2b9015c3411a0cc281b,2,10000,11500,15
8a858ebb5a18039b015a183953ea16cc,10,40000,44000,30
8a858ec9590ad35d015916ee532c7731,2,10000,13000,30
8a858ecc5a60be73015a60f4ebd12743,6,20000,24500,30
8a858ed55844707601584f421f9a2d79,11,20000,24500,30
8a858eda5c8863ff015c99a949894a7a,3,10000,13000,30
8a858ee25b34d796015b3562b4bb4ad4,5,30000,39000,60
8a858ee65be8d42d015be92609c12873,3,10000,13000,30
8a858eef555489050155675e193f77f7,8,10000,11500,15
8a858efa5c646292015c789e1aa9260a,2,10000,13000,30
8a858f0456511c9401565eca240c4b6c,12,40000,44000,30
8a858f085b494826015b49a5957a252e,5,10000,13000,30
8a858f0c5cef4be2015cf266791a0b01,2,10000,13000,30
8a858f165af6a783015af6d939671ccc,6,20000,24500,30
8a858f1f586c8fc801586cc4516e1b5c,3,10000,13000,30
8a858f265c2187bd015c2299b08b2a9c,3,10000,11500,15
8a858f2756cec0a30156db8888e92b10,16,15000,15750,30
8a858f2e5c699f3a015c71ddba334a77,2,10000,13000,30
8a858f465668e3d60156731b480a054e,4,10000,13000,30
8a858f4e5ca72981015ca72f23a303a3,2,10000,13000,30
8a858f535bf336ac015bf403ba3d48b2,4,20000,24500,30
8a858f665c2142a0015c3094c3c308dd,3,20000,24500,30
8a858f6e5cb16eb9015cb7b42010582a,2,10000,13000,30
8a858f7e5c213ef4015c2629c2f52ad4,5,20000,24500,30
8a858f935760a61801577033195a28b1,7,15000,16687.5,15
8a858f9e5a6b4fad015a6b925e3c29fd,4,20000,24500,30
8a858faa56dffac60156f70874ef1dfd,2,10000,11500,15
8a858fb1563219690156465db83b5a7a,10,25000,28750,30
8a858fbc594a495c01594a5d40b0035c,11,40000,48000,60
8a858fbf5b3a0b46015b3b423a5c7167,3,10000,13000,30
8a858fca5c35df2c015c39f8efd26149,2,10000,12500,30
8a858fcd56b9f22c0156db6aff8428f7,5,10000,12250,30
8a858fd05bfd7d3c015c0fdaffed5f55,2,10000,13000,30
8a858fd85b685607015b75c2390b7173,5,20000,24500,30
8a858fdc5c113e77015c11865629237c,4,20000,24500,30
8a858fe55b013a0b015b046604a1542a,4,15000,16687.5,15
8a858ff45ca0ec96015ca0f1094902d4,2,10000,13000,30
8a85881053bc33670153c762675d3e71,7,30000,34500,30
8a85892854a059ed0154a5a2e54f2c29,6,30000,39000,60
8a8589a453d0b8850153dae4ffc66b8d,5,15000,18375,30
8a858e005c2154c2015c2fb72f1e0b51,2,10000,13000,30
8a858f5856373f8801563b682f941356,9,20000,22250,15
8a858f5e599783c001599c3cf3c00419,6,15000,18375,30
8a858f615591c2cc01559b469f4b03e6,11,40000,44000,30
8a858f6c570f2d660157238b0c4a1bdd,8,25000,27500,30
8a858f715d18a4cd015d18bdc15a0f9b,2,10000,11500,15
8a858f7d5cf9aef9015cff00020175f0,2,10000,11500,15
8a858f8a558227f2015583bcbdc23caf,5,20000,24500,30
8a858f915b90250b015b904dd80c1f25,4,20000,24500,30
8a858f9f5679951a01567ed9c8f81a84,6,10000,12250,30
8a858fa154e2912f0154ecfb533d7a5e,10,20000,23000,30
8a858fa459e0a1340159e4022e2a7a3c,8,30000,34500,30
8a858fb55cb15505015cb162a14d053b,2,10000,11500,15
8a858fbf5b3a0b46015b3b145cf86aba,2,10000,13000,30
8a858fd3552c75620155484049c35a90,8,40000,43500,30
8a858fd75ba49873015ba4e0e0881d32,4,20000,24500,30
8a858fde5668e05501566a1fdd2c6208,13,40000,44000,30
8a858ff35acdd593015acf094819393e,5,10000,13000,30
8a858fff5a28d297015a31b40f36371f,7,30000,34500,30
8a8588f35451808f01547acafc312bc2,10,30000,34500,30
8a85893d53f104eb01540f07d008224d,2,10000,11500,15
8a85898a53bc15600153c7933fdc686b,14,30000,33000,30
8a8589b953bc23f70153c7bc036a2932,13,35000,38500,30
8a858e0f5c45466f015c536697241575,2,10000,11500,15
8a858e175b343fe2015b344c1e5b0f48,4,10000,13000,30
8a858e1d5cd58f9e015ce559ea09786b,2,10000,13000,30
8a858e225c404292015c4f19fdfb148a,3,10000,13000,30
